5.57078 7.67141 0 -0.00125098 0.00138374 0 0.833333
7.10473 4.17008 0 -0.00299445 -0.00399745 0 0.833333
0.796371 8.92994 0 0.0126898 0.0284645 0 0.833333
1.45664 3.30294 0 -0.00472441 0.00317132 0 1.66667
5.95752 9.36776 0 0.00120947 0.00274425 0 0.833333
0.155818 1.38906 0 -0.00212828 -0.0023183 0 1.66667
6.59628 8.59399 0 -0.00156342 0.00153481 0 1.66667
3.0092 2.1213 0 -0.00138561 0.00288216 0 0.833333
6.37496 5.93172 0 0.00316407 -0.000457146 0 1.66667
4.61328 1.51807 0 -0.00220214 -1.79015e-05 0 1.66667
9.3099 7.61627 0 -0.00343885 0.000895383 0 1.66667
8.36529 7.24681 0 0.000489995 0.000752432 0 0.833333
5.73043 0.749688 0 0.0017138 -0.00334259 0 1.66667
5.43655 9.78678 0 -0.000965169 -0.00302377 0 0.833333
3.18861 0.129198 0 0.00330465 -0.00194013 0 1.66667
7.32999 2.42187 0 -0.000353923 0.00155253 0 0.833333
0.161716 2.94745 0 -0.00213055 0.00289452 0 0.833333
8.47505 8.19224 0 -0.000573452 0.000145485 0 0.833333
2.27573 4.34009 0 -0.00100343 0.000158049 0 1.66667
1.32046 8.5092 0 -0.00492125 0.00452341 0 0.833333
0.118692 0.0420929 0 0.000177773 0.00140478 0 1.66667
3.46912 1.47974 0 0.000305638 -0.000797003 0 0.833333
4.43246 9.17369 0 -0.00196951 -0.00144073 0 0.833333
4.51646 0.178868 0 0.00011445 -0.00244649 0 1.66667
4.39893 7.19438 0 -0.000928531 -0.00160519 0 0.833333
7.71082 2.97496 0 -0.00106341 -0.000241073 0 0.833333
1.2801 0.674646 0 0.0018905 0.000882414 0 1.66667
2.89934 8.83478 0 -0.00353679 -0.000786666 0 1.66667
8.83867 6.35828 0 -0.00290949 -0.00301405 0 1.66667
3.01558 5.01107 0 0.00159483 -0.00018903 0 0.833333
9.95514 8.39089 0 0.00333835 -0.00224907 0 0.833333
6.90613 5.07526 0 0.000217887 0.000890283 0 0.833333
8.07796 3.90888 0 -0.00170873 -0.00284378 0 1.66667
7.56077 1.03485 0 0.00266863 -0.00380122 0 1.66667
5.27867 6.70407 0 -0.000509731 2.84226e-05 0 1.66667
0.444557 2.34761 0 -0.00170979 -0.00282863 0 0.833333
3.77975 9.3196 0 -0.000646886 -4.78419e-05 0 0.833333
7.89686 6.69201 0 -0.00211106 0.000814808 0 0.833333
4.02425 8.12919 0 -0.00197739 -0.00335957 0 1.66667
9.1226 9.96618 0 -0.000834077 0.0020029 0 0.833333
1.37457 1.98691 0 0.00217294 0.00583658 0 1.66667
0.280969 3.93455 0 -0.00524927 0.00334631 0 1.66667
5.09152 3.51154 0 -0.00121852 0.000904987 0 0.833333
1.70607 9.42304 0 -0.0045763 0.00121712 0 1.66667
