6.42383 2.38626 0.834607
3.57082 6.22611 0.834607
3.46697 2.98614 0.834607
6.31961 2.20191 0.834607
8.95327 3.35572 0.834607
6.02366 5.45888 1.16845
1.37085 5.29049 1.16845
7.612 0.26371 1.16845
9.41156 7.60139 1.16845
5.35822 8.57309 0.834607
0.362958 2.39206 1.16845
6.37113 9.70493 1.16845
6.21345 9.85822 1.16845
8.82566 4.75489 0.834607
5.48847 0.72652 0.834607
5.46187 4.22847 1.16845
2.80457 6.12407 1.16845
1.88332 3.93665 0.834607
1.64393 4.22264 1.16845
9.40876 0.934895 0.834607
2.40945 3.04381 0.834607
0.0971537 4.17959 1.16845
9.164 4.02682 1.16845
9.51865 0.486234 1.16845
2.04347 9.29101 1.16845
3.62129 0.858775 1.16845
4.03206 5.49012 1.16845
9.05317 3.02521 0.834607
4.36836 9.57923 0.834607
3.66936 5.12276 0.834607
2.32975 9.11619 0.834607
5.20671 6.85631 0.834607
2.03401 2.36906 1.16845
5.09206 3.99163 0.834607
1.2765 2.83499 1.16845
2.54722 5.4171 1.16845
1.43457 2.5851 0.834607
7.43149 7.11601 1.16845
6.573 9.96841 1.16845
4.99977 6.14434 0.834607
5.68723 7.13255 1.16845
0.793966 6.40652 1.16845
1.3829 2.7254 0.834607
8.38396 7.74864 1.16845
6.65939 9.38103 0.834607
0.0167923 8.20577 1.16845
8.63212 9.47291 1.16845
1.34072 8.80058 1.16845
4.91459 0.853575 1.16845
9.86048 6.11508 0.834607
0.0119603 9.32987 1.16845
3.93545 9.04524 1.16845
0.575973 7.30423 0.834607
2.52609 6.06421 0.834607
0.43738 4.75563 0.834607
7.89545 8.49521 1.16845
0.490761 2.53458 1.16845
9.89606 6.76608 0.834607
3.33139 1.55935 1.16845
2.32003 4.83401 1.16845
5.13569 1.39965 0.834607
9.98236 1.02651 0.834607
4.97286 7.26175 1.16845
7.14552 3.33494 1.16845
4.69874 2.93942 1.16845
6.34173 9.99107 1.16845
5.19147 7.98755 1.16845
5.64829 7.09149 0.834607
0.79845 2.85114 1.16845
3.71558 4.3943 0.834607
4.07138 8.2315 0.834607
2.69184 3.96407 0.834607
3.69 8.37749 1.16845
8.87125 9.86756 0.834607
5.26745 2.261 0.834607
4.67958 5.57386 1.16845
6.26319 9.78324 1.16845
8.5541 8.72347 1.16845
1.03393 0.503539 0.834607
4.21038 7.21101 1.16845
9.20966 8.07335 0.834607
9.50131 8.76572 0.834607
4.13366 2.48234 1.16845
1.48436 8.19596 0.834607
6.76556 0.994397 1.16845
7.28731 1.93757 1.16845
2.1255 2.8392 0.834607
2.52538 8.82883 0.834607
1.38403 9.02006 0.834607
0.796501 8.66123 0.834607
8.56853 1.42835 1.16845
6.76597 6.0563 1.16845
2.11045 7.44461 0.834607
8.07927 7.36309 0.834607
8.854 0.299489 0.834607
3.9452 3.82064 0.834607
0.251135 6.74059 1.16845
1.04889 2.5207 0.834607
8.04808 7.79594 0.834607
6.57638 7.12287 1.16845
0.56588 6.71502 0.834607
6.0031 4.88457 1.16845
5.47096 9.15392 1.16845
1.4818 5.55727 1.16845
7.08515 0.190394 1.16845
9.44239 4.24636 1.16845
1.7838 2.94568 1.16845
4.40725 3.40452 0.834607
4.82947 2.39446 0.834607
8.69112 7.5631 0.834607
3.48342 5.96414 1.16845
2.51108 2.57099 0.834607
0.371403 6.07793 0.834607
0.649979 5.8836 0.834607
1.28758 4.80289 1.16845
1.18436 5.35262 1.16845
4.11659 4.22591 0.834607
5.83873 5.23835 0.834607
5.31453 5.58806 0.834607
9.95874 1.07598 0.834607
5.04494 7.70765 0.834607
1.04219 9.44185 1.16845
4.51113 4.73106 1.16845
2.68408 6.98009 1.16845
1.16059 9.3786 1.16845
7.85376 6.44628 1.16845
5.11343 6.6969 1.16845
9.79796 4.75418 0.834607
6.12972 0.342525 0.834607
2.11272 4.72024 0.834607
4.83197 6.73132 1.16845
1.99023 2.21249 0.834607
2.82152 7.76422 0.834607
2.59736 2.43099 0.834607
2.11849 1.75274 0.834607
3.93851 5.0786 1.16845
9.65615 8.84741 0.834607
5.81586 7.23964 0.834607
4.62583 7.17345 0.834607
2.87269 2.11658 0.834607
0.841197 2.62213 0.834607
1.57126 3.51879 1.16845
9.16753 6.46874 0.834607
5.67031 3.67734 0.834607
2.22554 5.09024 1.16845
2.32247 4.95064 1.16845
8.49621 3.56377 1.16845
5.70539 0.861563 1.16845
8.76025 8.19634 1.16845
1.19881 9.63599 1.16845
5.57991 2.95124 1.16845
5.59444 5.50097 0.834607
1.56392 6.07907 0.834607
0.421404 5.85423 1.16845
3.11524 4.83175 1.16845
3.28393 0.777591 1.16845
7.37571 8.54887 0.834607
7.15812 1.05699 1.16845
0.436877 0.617947 0.834607
2.55767 7.19689 0.834607
4.11554 5.96106 0.834607
5.57455 3.95227 0.834607
1.8494 4.24669 0.834607
9.31481 7.31976 0.834607
3.89149 1.26343 1.16845
0.792268 7.23698 1.16845
9.65217 1.96111 1.16845
6.15205 9.19002 0.834607
0.0594982 4.85553 0.834607
0.0212593 7.55547 0.834607
9.3056 7.89396 1.16845
5.47439 4.52785 1.16845
1.42821 9.97172 1.16845
9.70844 4.1665 1.16845
2.9119 8.8021 1.16845
9.66014 8.42111 0.834607
8.87339 7.21297 0.834607
1.97621 8.96683 0.834607
7.4556 7.87031 0.834607
1.20017 5.88486 1.16845
8.14255 6.94714 0.834607
2.15719 0.707307 0.834607
7.34684 1.96507 0.834607
2.40025 2.03955 1.16845
0.902879 3.28125 1.16845
9.51156 1.52669 1.16845
4.09288 5.58783 1.16845
8.46253 9.28225 0.834607
1.12678 4.08527 0.834607
6.54303 1.93165 0.834607
7.77797 2.55493 0.834607
0.796156 2.56826 0.834607
