8.5190839483506786e-01	7.2386567206919605e-01	5.35274905059824e-02	-5.1576281488131608e-04	1.2814776182644614e-04	
8.6514607814369282e-01	3.6660369797182668e-01	5.35274905059824e-02	3.6459324401489246e-04	-3.4529109986954228e-04	
5.4129497365128032e-01	3.2286191025406447e-02	5.35274905059824e-02	-2.3137066576935984e-04	2.6400733958697223e-04	
9.4744512319348517e-01	6.7630803880514923e-01	5.35274905059824e-02	-4.8374095488409603e-04	1.7487647071992015e-04	
1.9472548812456769e-01	4.6659418003690906e-01	5.35274905059824e-02	2.3063744633607645e-04	2.2502086410465733e-04	
2.8529366322825517e-01	7.0221312939669289e-01	5.35274905059824e-02	2.6443619343263243e-04	4.4963542665036411e-04	
8.3312391281072606e-01	3.7121270253078743e-02	5.35274905059824e-02	6.8631985103526625e-04	4.0801072548210133e-06	
4.9527552640897067e-02	2.5877968200203394e-01	5.35274905059824e-02	-9.9000404204046719e-05	-1.4471978367157847e-04	
6.7942219857564468e-01	6.0865823852807843e-01	5.35274905059824e-02	-1.2148570036002176e-04	2.6656096123754669e-04	
5.8486013669423742e-01	8.6890123645245410e-01	5.35274905059824e-02	-2.0656840599886893e-04	5.7570687788262602e-04	
7.7019140990465418e-01	7.8975126022034370e-01	5.35274905059824e-02	-5.2257390359529985e-04	4.3474197800967150e-04	
7.7858880577633205e-01	6.4680688984257417e-01	5.35274905059824e-02	-2.8762197684728671e-04	-1.3208148079649291e-04	
8.4627136076279230e-01	5.4794008473515166e-01	5.35274905059824e-02	-7.2129343624269908e-05	-3.8611640875133339e-04	
9.4084177547221282e-01	7.8026039001982195e-01	5.35274905059824e-02	-1.3313024391060479e-04	-4.6407757714417514e-06	
7.6754139117883524e-01	2.2528990537805493e-01	5.35274905059824e-02	4.7998504462571533e-04	-2.8085901798804682e-04	
5.0491469607231609e-01	8.0109877971285237e-01	5.35274905059824e-02	-3.1510425746742495e-04	5.2524780455181683e-04	
4.3863345352369709e-01	7.1877420199127129e-01	5.35274905059824e-02	-6.9321014955164362e-04	3.9774406947414666e-04	
2.5514245117164691e-01	5.8600653642027600e-02	5.35274905059824e-02	-7.7236345955839533e-04	-3.7272256403845681e-04	
1.4893779672177845e-01	5.0380546441993974e-02	5.35274905059824e-02	-6.8211986359807502e-04	1.8866497874801282e-04	
2.8411365385513510e-01	5.2298738536719336e-01	5.35274905059824e-02	1.8954507333256702e-04	3.7470435893870960e-04	
1.4593365502572991e-01	6.2960352052200708e-01	5.35274905059824e-02	-7.2272641744176933e-04	-2.0324961453882805e-04	
3.4486508004756400e-01	8.6572460067966850e-01	5.35274905059824e-02	-3.6284043416687207e-04	3.4934980742145526e-04	
3.7884445560096891e-01	2.2489572246326453e-01	5.35274905059824e-02	-1.3890109547689769e-04	2.1003239653677653e-04	
6.0089182539983421e-01	5.3726687587427502e-01	5.35274905059824e-02	7.3711920099858610e-04	-4.6694140529385589e-04	
6.4314248610230107e-01	6.1924858696566845e-02	5.35274905059824e-02	2.6761307805974821e-04	-3.4561098956663295e-04	
6.4843910982919206e-01	3.9758140395187874e-01	5.35274905059824e-02	-3.3333119743238703e-04	-9.1586776045108047e-04	
4.1231337214083175e-02	6.2853763496201409e-01	5.35274905059824e-02	-6.8674095782828687e-04	3.1728549069519782e-05	
9.3239895205789902e-01	8.8401489150678747e-01	5.35274905059824e-02	4.6868546913414949e-04	-1.2243582642318415e-04	
9.2770273811550341e-01	9.8883605045289902e-01	5.35274905059824e-02	4.8931447501419228e-04	-1.9416102207810555e-04	
7.6761382951629553e-01	9.5436723483809294e-01	5.35274905059824e-02	8.7032736896666587e-04	2.7722626985559923e-04	
6.9551696859881562e-01	4.9138133166128883e-01	5.35274905059824e-02	6.7891082051066106e-04	-1.3452446357869183e-03	
1.9813494853766400e-01	9.5656821479177412e-01	5.35274905059824e-02	-1.3305013615246553e-04	6.2856833708831638e-04	
1.2650072653143546e-01	1.8753507116531987e-01	5.35274905059824e-02	-2.9252432614678379e-04	-6.1348047239259917e-05	
2.8785296996437099e-01	4.1617885265475640e-01	5.35274905059824e-02	3.6049669008579641e-05	3.0562603732340042e-04	
2.8763127949388810e-02	8.3811166382709679e-01	5.35274905059824e-02	1.5199612008309332e-04	-1.2087870092468902e-04	
6.9766161864010756e-01	7.1406921573212967e-01	5.35274905059824e-02	-6.1573446719133027e-05	3.1980625670877843e-04	
4.4014935322759657e-01	6.1244598470221912e-01	5.35274905059824e-02	5.2971915259709165e-04	2.2925348273661116e-04	
1.0914949284496220e-01	5.2951984210997383e-01	5.35274905059824e-02	7.9977048380383111e-05	-4.1712492494917866e-04	
5.9512627058561340e-01	3.0651264630612907e-01	5.35274905059824e-02	-1.9978848767244852e-04	-7.6968363374790546e-04	
7.5527858809418924e-01	3.9644480293265350e-01	5.35274905059824e-02	-4.3711011719791500e-04	-7.0968307888235140e-04	
7.2676883057005170e-01	1.2794486778529279e-01	5.35274905059824e-02	3.2122971380509622e-04	-1.2481625785362038e-05	
1.8112237894624381e-02	4.5822771591963622e-02	5.35274905059824e-02	4.0806509055389380e-04	-2.9806387552459997e-04	
4.9652987679530414e-01	2.6789059397027115e-01	5.35274905059824e-02	-4.1680661706300365e-04	4.2340184158934607e-05	
1.2634863333174529e-01	8.7955101494197752e-01	5.35274905059824e-02	1.6374784264518142e-04	1.1756494558438885e-04	
1.9745756569573289e-01	7.9967998978551980e-01	5.35274905059824e-02	-2.8108968688842032e-04	-1.7554553788810579e-04	
3.0217613805103816e-01	9.6267062130947967e-01	5.35274905059824e-02	-2.3472359987676347e-04	1.8940220667209185e-04	
3.4987216178451595e-02	7.3375751428120606e-01	5.35274905059824e-02	-5.0100410359965068e-05	-5.3134581794073485e-05	
6.0480706787170901e-01	7.6499412780888199e-01	5.35274905059824e-02	-2.5804570426054711e-04	5.0843718164721196e-04	
4.8434201728684867e-01	4.4828284892553694e-01	5.35274905059824e-02	1.2612857024612867e-04	-1.0251368807260005e-04	
9.2413382840107738e-01	9.3012250934982513e-02	5.35274905059824e-02	4.6771721943389752e-04	-2.4265130456314123e-04	
3.2340006706846725e-01	3.1563886129910002e-01	5.35274905059824e-02	-8.0555361034338158e-05	3.1454321213270054e-04	
1.0272285591758189e-01	4.1548062340650044e-01	5.35274905059824e-02	5.8664607985583735e-04	-5.2105964082656091e-04	
9.6615836017279011e-01	3.9907278659349604e-01	5.35274905059824e-02	4.4098613266461555e-04	6.2944797176478338e-05	
9.3911437301171230e-01	4.9868944697112683e-01	5.35274905059824e-02	4.0038410621681903e-04	1.6510384668196171e-04	
3.6143572852733830e-01	5.0408342309354426e-02	5.35274905059824e-02	-5.8252654033380416e-04	4.2269978331464108e-04	
1.9674750861344864e-01	3.6044382656433338e-01	5.35274905059824e-02	1.6574503985646255e-04	-8.3025373129758535e-06	
8.3160047784754321e-01	1.4274760675383533e-01	5.35274905059824e-02	4.1746922818095532e-04	-1.8115886369426368e-04	
2.2023762472957745e-02	9.4143387620808183e-01	5.35274905059824e-02	3.4426013362266972e-04	-2.2039049373565221e-04	
7.0063291752809498e-01	3.0595019945467861e-01	5.35274905059824e-02	-1.5079920096465763e-05	-8.0063236305819333e-04	
4.4878461474110187e-01	8.9141424503565225e-01	5.35274905059824e-02	-5.3472342910660016e-04	8.1857277371140023e-04	
5.5426524701684974e-03	1.6152869810402917e-01	5.35274905059824e-02	-1.8075957234652213e-04	6.4417187259224962e-05	
8.6670802429433413e-01	2.6017654183683053e-01	5.35274905059824e-02	4.8392837066236154e-04	-2.1125632434601440e-04	
3.9197374506128557e-01	3.9664446385095675e-01	5.35274905059824e-02	-4.6939735113943383e-05	3.0097221026604702e-04	
5.4281061223730842e-01	6.2357366942552805e-01	5.35274905059824e-02	6.4121308000269562e-04	8.0802783948844456e-05	
5.2972429194069903e-01	7.1338551620192547e-01	3.82339217899874e-02	-4.8250331057446698e-04	3.1602843516115016e-04	
9.3986164431817154e-01	3.1348815082498693e-01	3.82339217899874e-02	4.7326512840614396e-04	1.5846764559230241e-05	
6.6816780356501859e-01	8.3049190599038614e-01	3.82339217899874e-02	-1.2057936945999379e-04	6.1864827046354117e-04	
3.1105409875147311e-01	6.1168401307033760e-01	3.82339217899874e-02	-7.5212283357817809e-04	-4.5236852234058813e-04	
8.5776777897696355e-01	4.5729753453283722e-01	3.82339217899874e-02	9.5169438817561795e-04	-3.8214558748308938e-04	
